0,0,0,295.442,295.442
0.005,0.749339,0.132036,87.8684,87.8684
0.01,1.11184,0.195698,60.7679,60.7679
0.015,1.37652,0.241963,46.4445,46.4445
0.02,1.585,0.278179,37.5861,37.5861
0.025,1.75699,0.307828,31.5665,31.5665
0.03,1.90338,0.332833,27.2098,27.2098
0.035,2.03083,0.354366,23.9107,23.9107
0.04,2.14367,0.373197,21.3259,21.3259
0.045,2.24492,0.389856,19.2461,19.2461
0.05,2.33674,0.404725,17.5366,17.5366
0.055,2.42075,0.418089,16.1066,16.1066
0.06,2.49817,0.430164,14.8927,14.8927
0.065,2.56996,0.441121,13.8495,13.8495
0.07,2.63689,0.451095,12.9433,12.9433
0.075,2.69958,0.460194,12.1489,12.1489
0.08,2.75853,0.468508,11.4467,11.4467
0.085,2.81417,0.476112,10.8215,10.8215
0.09,2.86686,0.483068,10.2615,10.2615
0.095,2.91688,0.48943,9.75687,9.75687
0.1,2.9645,0.495242,9.29982,9.29982
0.105,3.00995,0.500544,8.88392,8.88392
0.11,3.0534,0.505369,8.50386,8.50386
0.115,3.09504,0.509748,8.1552,8.1552
0.12,3.135,0.513705,7.83419,7.83419
0.125,3.17342,0.517265,7.53767,7.53767
0.13,3.21041,0.520447,7.26293,7.26293
0.135,3.24608,0.523269,7.00765,7.00765
0.14,3.28052,0.525748,6.76984,6.76984
0.145,3.31381,0.527899,6.54774,6.54774
0.15,3.34602,0.529734,6.33984,6.33984
0.155,3.37723,0.531266,6.14482,6.14482
0.16,3.40749,0.532505,5.96151,5.96151
0.165,3.43686,0.533462,5.78886,5.78886
0.17,3.46539,0.534144,5.62598,5.62598
0.175,3.49313,0.534562,5.47203,5.47203
0.18,3.52013,0.534721,5.3263,5.3263
0.185,3.54641,0.534629,5.18813,5.18813
0.19,3.57202,0.534293,5.05694,5.05694
0.195,3.59699,0.533718,4.93219,4.93219
0.2,3.62135,0.532911,4.81343,4.81343
0.205,3.64513,0.531876,4.7002,4.7002
0.21,3.66836,0.530617,4.59212,4.59212
0.215,3.69106,0.52914,4.48883,4.48883
0.22,3.71326,0.527449,4.39002,4.39002
0.225,3.73497,0.525547,4.29537,4.29537
0.23,3.75622,0.523439,4.20463,4.20463
0.235,3.77702,0.521127,4.11753,4.11753
0.24,3.7974,0.518615,4.03385,4.03385
0.245,3.81737,0.515906,3.95338,3.95338
0.25,3.83694,0.513004,3.87593,3.87593
0.255,3.85613,0.50991,3.80131,3.80131
0.26,3.87496,0.506627,3.72936,3.72936
0.265,3.89343,0.503159,3.65992,3.65992
0.27,3.91156,0.499506,3.59285,3.59285
0.275,3.92936,0.495673,3.52802,3.52802
0.28,3.94684,0.49166,3.4653,3.4653
0.285,3.96402,0.487471,3.40458,3.40458
0.29,3.98089,0.483106,3.34575,3.34575
0.295,3.99748,0.478569,3.28871,3.28871
0.3,4.01378,0.473861,3.23337,3.23337
0.305,4.02981,0.468983,3.17964,3.17964
0.31,4.04558,0.463938,3.12743,3.12743
0.315,4.06109,0.458727,3.07668,3.07668
0.32,4.07635,0.453353,3.0273,3.0273
0.325,4.09137,0.447816,2.97924,2.97924
0.33,4.10614,0.442119,2.93242,2.93242
0.335,4.12069,0.436262,2.8868,2.8868
0.34,4.13501,0.430249,2.8423,2.8423
0.345,4.14912,0.424079,2.79888,2.79888
0.35,4.163,0.417756,2.7565,2.7565
0.355,4.17668,0.411279,2.71509,2.71509
0.36,4.19016,0.404651,2.67463,2.67463
0.365,4.20343,0.397874,2.63506,2.63506
0.37,4.21651,0.390948,2.59635,2.59635
0.375,4.2294,0.383876,2.55846,2.55846
0.38,4.24209,0.376658,2.52136,2.52136
0.385,4.25461,0.369297,2.48502,2.48502
0.39,4.26695,0.361793,2.44939,2.44939
0.395,4.27911,0.354148,2.41446,2.41446
0.4,4.29109,0.346363,2.3802,2.3802
0.405,4.30291,0.338441,2.34658,2.34658
0.41,4.31456,0.330382,2.31357,2.31357
0.415,4.32605,0.322188,2.28116,2.28116
0.42,4.33737,0.31386,2.24931,2.24931
0.425,4.34854,0.3054,2.21802,2.21802
0.43,4.35955,0.29681,2.18725,2.18725
0.435,4.37041,0.28809,2.157,2.157
0.44,4.38112,0.279242,2.12724,2.12724
0.445,4.39169,0.270268,2.09796,2.09796
0.45,4.4021,0.261169,2.06914,2.06914
0.455,4.41238,0.251947,2.04077,2.04077
0.46,4.42251,0.242602,2.01283,2.01283
0.465,4.43251,0.233137,1.98531,1.98531
0.47,4.44237,0.223554,1.9582,1.9582
0.475,4.45209,0.213852,1.93149,1.93149
0.48,4.46168,0.204035,1.90516,1.90516
0.485,4.47114,0.194103,1.87921,1.87921
0.49,4.48047,0.184059,1.85362,1.85362
0.495,4.48968,0.173902,1.82838,1.82838
0.5,4.49876,0.163636,1.8035,1.8035
0.505,4.50771,0.153261,1.77895,1.77895
0.51,4.51655,0.142779,1.75473,1.75473
0.515,4.52526,0.132192,1.73083,1.73083
0.52,4.53386,0.1215,1.70725,1.70725
0.525,4.54234,0.110706,1.68397,1.68397
0.53,4.5507,0.0998106,1.661,1.661
0.535,4.55895,0.0888157,1.63833,1.63833
0.54,4.56708,0.0777227,1.61595,1.61595
0.545,4.57511,0.066533,1.59385,1.59385
0.55,4.58302,0.0552481,1.57203,1.57203
0.555,4.59083,0.0438695,1.55049,1.55049
0.56,4.59853,0.0323986,1.52921,1.52921
0.565,4.60612,0.020837,1.50821,1.50821
0.57,4.61361,0.00918596,1.48746,1.48746
