0,0,0,212.132,212.132
0.005,0.538044,0.537951,63.0937,63.0937
0.01,0.798349,0.797999,43.6388,43.6388
0.015,0.988436,0.987681,33.3581,33.3581
0.02,1.13818,1.13689,27.0012,27.0012
0.025,1.26175,1.25978,22.6826,22.6826
0.03,1.36696,1.36418,19.5578,19.5578
0.035,1.45858,1.45486,17.1924,17.1924
0.04,1.53973,1.53494,15.3398,15.3398
0.045,1.61258,1.60659,13.8499,13.8499
0.05,1.67867,1.67136,12.6257,12.6257
0.055,1.73917,1.73041,11.6023,11.6023
0.06,1.79495,1.78461,10.734,10.734
0.065,1.84671,1.83467,9.98829,9.98829
0.07,1.895,1.88112,9.34097,9.34097
0.075,1.94026,1.92442,8.77387,8.77387
0.08,1.98285,1.96492,8.27303,8.27303
0.085,2.02308,2.00294,7.82756,7.82756
0.09,2.0612,2.03872,7.42882,7.42882
0.095,2.09743,2.07248,7.06988,7.06988
0.1,2.13196,2.10441,6.74512,6.74512
0.105,2.16493,2.13466,6.44993,6.44993
0.11,2.1965,2.16337,6.1805,6.1805
0.115,2.22678,2.19066,5.93363,5.93363
0.12,2.25587,2.21665,5.70664,5.70664
0.125,2.28387,2.24141,5.49725,5.49725
0.13,2.31087,2.26504,5.30353,5.30353
0.135,2.33693,2.2876,5.12381,5.12381
0.14,2.36213,2.30917,4.95666,4.95666
0.145,2.38652,2.3298,4.80082,4.80082
0.15,2.41015,2.34955,4.6552,4.6552
0.155,2.43308,2.36846,4.51886,4.51886
0.16,2.45535,2.38659,4.39096,4.39096
0.165,2.47701,2.40396,4.27075,4.27075
0.17,2.49807,2.42062,4.15757,4.15757
0.175,2.51859,2.43659,4.05085,4.05085
0.18,2.53859,2.45192,3.95006,3.95006
0.185,2.5581,2.46662,3.85473,3.85473
0.19,2.57715,2.48072,3.76444,3.76444
0.195,2.59575,2.49426,3.67882,3.67882
0.2,2.61394,2.50724,3.59752,3.59752
0.205,2.63174,2.51969,3.52024,3.52024
0.21,2.64915,2.53163,3.44668,3.44668
0.215,2.66621,2.54308,3.3766,3.3766
0.22,2.68292,2.55405,3.30976,3.30976
0.225,2.69931,2.56456,3.24595,3.24595
0.23,2.71539,2.57462,3.18497,3.18497
0.235,2.73116,2.58425,3.12664,3.12664
0.24,2.74666,2.59345,3.0708,3.0708
0.245,2.76188,2.60225,3.0173,3.0173
0.25,2.77683,2.61064,2.96598,2.96598
0.255,2.79154,2.61865,2.91673,2.91673
0.26,2.806,2.62628,2.86943,2.86943
0.265,2.82024,2.63353,2.82395,2.82395
0.27,2.83425,2.64043,2.7802,2.7802
0.275,2.84804,2.64697,2.73807,2.73807
0.28,2.86163,2.65316,2.69749,2.69749
0.285,2.87502,2.65902,2.65835,2.65835
0.29,2.88822,2.66454,2.62059,2.62059
0.295,2.90123,2.66974,2.58413,2.58413
0.3,2.91406,2.67462,2.5489,2.5489
0.305,2.92672,2.67918,2.51483,2.51483
0.31,2.93921,2.68344,2.48186,2.48186
0.315,2.95154,2.68739,2.44993,2.44993
0.32,2.96371,2.69104,2.419,2.419
0.325,2.97573,2.6944,2.38899,2.38899
0.33,2.9876,2.69747,2.35988,2.35988
0.335,2.99933,2.70025,2.3316,2.3316
0.34,3.01092,2.70275,2.30412,2.30412
0.345,3.02237,2.70498,2.27739,2.27739
0.35,3.03369,2.70693,2.25138,2.25138
0.355,3.04489,2.70861,2.22604,2.22604
0.36,3.05596,2.71002,2.20134,2.20134
0.365,3.0669,2.71117,2.17725,2.17725
0.37,3.07773,2.71205,2.15372,2.15372
0.375,3.08844,2.71268,2.13074,2.13074
0.38,3.09904,2.71305,2.10826,2.10826
0.385,3.10952,2.71317,2.08627,2.08627
0.39,3.1199,2.71304,2.06473,2.06473
0.395,3.13017,2.71267,2.04361,2.04361
0.4,3.14034,2.71204,2.0229,2.0229
0.405,3.1504,2.71118,2.00257,2.00257
0.41,3.16036,2.71007,1.9826,1.9826
0.415,3.17023,2.70873,1.96296,1.96296
0.42,3.17999,2.70715,1.94364,1.94364
0.425,3.18966,2.70534,1.92461,1.92461
0.43,3.19924,2.7033,1.90585,1.90585
0.435,3.20872,2.70103,1.88736,1.88736
0.44,3.21811,2.69853,1.86911,1.86911
0.445,3.22742,2.69581,1.85108,1.85108
0.45,3.23663,2.69286,1.83327,1.83327
0.455,3.24575,2.6897,1.81565,1.81565
0.46,3.25478,2.68631,1.79822,1.79822
0.465,3.26373,2.68271,1.78096,1.78096
0.47,3.27259,2.6789,1.76386,1.76386
0.475,3.28137,2.67487,1.7469,1.7469
0.48,3.29006,2.67063,1.73009,1.73009
0.485,3.29867,2.66619,1.71341,1.71341
0.49,3.3072,2.66154,1.69685,1.69685
0.495,3.31564,2.65668,1.68041,1.68041
0.5,3.324,2.65163,1.66407,1.66407
0.505,3.33228,2.64637,1.64783,1.64783
0.51,3.34048,2.64092,1.63168,1.63168
0.515,3.3486,2.63527,1.61562,1.61562
0.52,3.35664,2.62943,1.59965,1.59965
0.525,3.36459,2.6234,1.58375,1.58375
0.53,3.37247,2.61718,1.56793,1.56793
0.535,3.38027,2.61077,1.55218,1.55218
0.54,3.38799,2.60418,1.53651,1.53651
0.545,3.39564,2.5974,1.52089,1.52089
0.55,3.4032,2.59045,1.50534,1.50534
0.555,3.41069,2.58332,1.48986,1.48986
0.56,3.4181,2.57601,1.47444,1.47444
0.565,3.42544,2.56854,1.45907,1.45907
0.57,3.43269,2.56089,1.44377,1.44377
0.575,3.43987,2.55307,1.42852,1.42852
0.58,3.44698,2.54509,1.41334,1.41334
0.585,3.45401,2.53694,1.39821,1.39821
0.59,3.46096,2.52863,1.38315,1.38315
0.595,3.46784,2.52017,1.36814,1.36814
0.6,3.47464,2.51154,1.3532,1.3532
0.605,3.48137,2.50276,1.33831,1.33831
0.61,3.48803,2.49384,1.32349,1.32349
0.615,3.49461,2.48476,1.30874,1.30874
0.62,3.50111,2.47553,1.29404,1.29404
0.625,3.50755,2.46616,1.27942,1.27942
0.63,3.51391,2.45665,1.26486,1.26486
0.635,3.5202,2.447,1.25037,1.25037
0.64,3.52641,2.43721,1.23596,1.23596
0.645,3.53256,2.42728,1.22161,1.22161
0.65,3.53863,2.41722,1.20735,1.20735
0.655,3.54463,2.40704,1.19315,1.19315
0.66,3.55056,2.39672,1.17904,1.17904
0.665,3.55642,2.38627,1.165,1.165
0.67,3.56221,2.37571,1.15105,1.15105
0.675,3.56793,2.36502,1.13718,1.13718
0.68,3.57358,2.35421,1.12339,1.12339
0.685,3.57916,2.34329,1.1097,1.1097
0.69,3.58468,2.33225,1.09609,1.09609
0.695,3.59012,2.32109,1.08257,1.08257
0.7,3.5955,2.30983,1.06914,1.06914
0.705,3.60082,2.29846,1.0558,1.0558
0.71,3.60606,2.28698,1.04256,1.04256
0.715,3.61124,2.2754,1.02942,1.02942
0.72,3.61636,2.26372,1.01637,1.01637
0.725,3.62141,2.25193,1.00343,1.00343
0.73,3.62639,2.24005,0.990579,0.990579
0.735,3.63131,2.22807,0.977835,0.977835
0.74,3.63617,2.216,0.965193,0.965193
0.745,3.64096,2.20384,0.952656,0.952656
0.75,3.6457,2.19158,0.940225,0.940225
0.755,3.65037,2.17924,0.927899,0.927899
0.76,3.65498,2.16682,0.915681,0.915681
0.765,3.65952,2.1543,0.903572,0.903572
0.77,3.66401,2.14171,0.891571,0.891571
